CNES - Recursos Físicos - Hospitalar - Leitos Complementares - Brasil
Quantidade Não SUS por Município e Ano/mês compet.
Leitos complementares: UTI adulto II COVID-19
Período:2020-2022
"Município";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"2021/Mai";"2021/Jun";"2021/Jul";"2021/Ago";"2021/Set";"2021/Out";"2021/Nov";"2021/Dez";"2022/Jan";"2022/Fev";"2022/Mar";"2022/Abr";"2022/Mai";"2022/Jun";"2022/Jul";"2022/Ago";"2022/Set";"2022/Out";"2022/Nov"
"430780 ESTRELA";10;10;-;-;-;-;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-
"430790 FARROUPILHA";-;5;5;3;3;3;3;-;-;-;-;-;5;-;-;5;5;5;5;5;5;5;5;-;15;-;-;-;-;-;-;-;-
"430800 FAXINAL DO SOTURNO";10;10;-;-;-;10;10;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"430850 FREDERICO WESTPHALEN";-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;-;-;-;-;-;-
"430860 GARIBALDI";-;-;10;10;-;-;-;-;-;-;-;-;3;3;3;3;3;3;3;3;3;3;3;3;-;-;-;-;-;-;-;-;-
"430910 GRAMADO";-;-;9;1;1;1;1;1;1;1;1;1;1;1;1;-;-;-;-;-;-;-;-;-;8;8;8;-;-;-;-;-;-
"430920 GRAVATAI";-;-;-;-;10;10;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;8;8;8;-;-;-;-;-;-;-;-
"430930 GUAIBA";-;-;-;16;16;16;16;6;6;6;16;16;6;6;6;6;6;6;6;6;6;6;6;6;16;6;6;-;-;-;-;-;-
"431010 IGREJINHA";-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"431020 IJUI";10;10;10;10;10;10;5;-;5;10;15;-;-;-;-;-;-;-;-;-;-;-;-;-;20;20;-;-;-;-;-;-;-
"431140 LAJEADO";10;10;-;-;-;10;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431240 MONTENEGRO";-;-;-;-;-;-;-;-;-;-;6;-;4;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-
"431340 NOVO HAMBURGO";11;16;16;10;10;10;5;5;14;21;21;31;24;24;14;10;10;10;10;10;10;10;10;10;35;10;-;-;-;-;-;-;-
"431350 OSORIO";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431370 PALMEIRA DAS MISSOES";-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-
"431390 PANAMBI";-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;5;5;5;5;-;-;-;-;-;-;-;-
"431405 PAROBE";-;10;10;10;10;10;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-
"431410 PASSO FUNDO";23;33;30;10;10;-;-;-;10;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431440 PELOTAS";5;20;26;6;5;5;10;-;-;4;14;27;10;7;5;4;4;4;4;4;4;4;4;4;23;46;-;-;-;-;-;-;-
"431490 PORTO ALEGRE";108;108;60;-;30;106;112;72;72;49;79;114;94;30;93;12;22;65;169;113;162;99;113;113;168;133;71;10;10;10;10;10;10
"431530 QUARAI";-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;5;5;5;-;-;-;-;-;-
"431560 RIO GRANDE";10;10;-;-;-;10;10;-;-;-;10;-;10;-;-;-;-;-;-;-;-;-;-;-;20;20;20;-;-;-;-;-;-
"431640 ROSARIO DO SUL";5;5;5;5;5;5;5;5;5;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-
"431680 SANTA CRUZ DO SUL";-;20;10;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;3;-;-;-;-;-;-;-;-;-;-;-
"431690 SANTA MARIA";10;20;10;-;5;15;10;15;10;15;25;-;8;8;-;-;-;-;8;-;-;-;10;-;-;-;-;-;-;-;-;-;-
"431710 SANT'ANA DO LIVRAMENTO";10;10;10;10;10;10;-;-;-;-;-;-;-;6;4;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"431720 SANTA ROSA";10;10;-;10;10;20;10;5;5;5;15;5;5;-;5;-;-;5;10;10;-;-;-;-;10;10;-;-;-;-;-;-;-
"431740 SANTIAGO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;26;-;-;-;-;-;-;-
"431750 SANTO ANGELO";9;9;-;5;-;-;-;9;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;-;-;-;-;-;-
"431800 SAO BORJA";4;2;2;2;2;2;2;-;-;2;2;10;-;-;-;-;-;-;-;-;-;-;5;5;5;5;5;-;-;-;-;-;-
"431830 SAO GABRIEL";2;5;5;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-
"431840 SAO JERONIMO";-;-;-;-;-;2;2;2;2;-;-;-;2;2;2;-;-;-;-;-;-;-;-;-;20;20;-;-;-;-;-;-;-
"431870 SAO LEOPOLDO";-;4;5;-;7;7;1;1;11;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;22;22;22;-;-;-;-;-;-
"431890 SAO LUIZ GONZAGA";7;7;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431950 SAO SEBASTIAO DO CAI";-;-;-;-;-;-;-;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431990 SAPIRANGA";-;5;-;-;-;-;-;-;5;-;-;27;3;3;3;3;3;3;3;3;3;3;3;3;-;-;-;-;-;-;-;-;-
"432000 SAPUCAIA DO SUL";-;3;7;-;-;2;2;7;-;-;2;20;10;10;10;10;10;10;10;10;10;10;-;-;29;29;29;-;-;-;-;-;-
"432080 SOLEDADE";-;6;6;-;4;4;4;6;6;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"432120 TAQUARA";-;-;-;-;-;-;-;-;-;6;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"432130 TAQUARI";-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-
"432140 TENENTE PORTELA";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;-;-;-;-;-;-
"432150 TORRES";-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-
"432160 TRAMANDAI";-;6;-;-;-;-;-;1;-;-;5;15;5;-;-;-;-;10;10;10;10;10;10;10;26;-;-;-;-;-;-;-;-
"432180 TRES DE MAIO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;-;-;-;-;-;-
"432240 URUGUAIANA";10;10;10;10;-;1;1;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;-;-;-;-;-;-;-
"432250 VACARIA";-;-;-;4;-;-;-;5;5;8;5;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-
"432260 VENANCIO AIRES";-;8;8;8;-;-;-;-;-;-;-;13;-;-;-;-;-;5;5;-;3;-;-;-;5;5;5;-;-;-;-;-;-
"432300 VIAMAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15;15;15;-;-;-;-;-;-
"500060 AMAMBAI";-;-;6;6;-;-;-;-;-;-;-;-;-;-;-;10;10;-;-;-;-;-;10;10;10;-;-;-;-;-;-;-;-
"500100 APARECIDA DO TABOADO";-;-;-;-;5;5;5;5;5;-;-;5;5;-;-;-;-;-;-;-;5;5;5;5;5;5;5;-;-;-;-;-;-
"500190 BATAGUASSU";-;5;-;-;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-;-;5;5;5;5;5;5;5;-;-;-;-;-;-
"500270 CAMPO GRANDE";-;-;-;-;47;47;91;56;56;27;88;88;55;48;46;46;30;30;30;20;-;-;30;30;59;59;20;-;-;-;-;-;-
"500295 CHAPADAO DO SUL";4;5;-;-;5;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"500320 CORUMBA";-;-;-;-;-;-;-;-;10;10;10;17;10;10;10;10;10;10;10;10;17;17;17;17;27;27;27;-;-;-;-;-;-
"500325 COSTA RICA";5;7;3;3;3;3;3;3;3;3;3;3;3;3;-;-;-;-;-;-;5;5;5;5;5;5;5;-;-;-;-;-;-
"500330 COXIM";-;-;5;5;5;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"500370 DOURADOS";5;10;-;3;3;23;38;33;33;23;28;12;12;7;14;3;3;3;3;3;3;33;43;43;38;38;38;-;-;-;-;-;-
"500500 JARDIM";-;-;-;-;-;7;7;7;5;5;5;5;5;-;-;-;-;-;-;-;-;6;6;6;6;6;6;-;-;-;-;-;-
"500570 NAVIRAI";-;-;-;-;5;5;5;5;-;-;10;10;-;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"500620 NOVA ANDRADINA";-;18;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"500630 PARANAIBA";-;10;-;-;-;-;10;10;10;10;10;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"500660 PONTA PORA";-;10;-;-;10;-;10;10;-;10;10;10;-;-;-;-;-;-;-;-;30;30;30;30;-;-;-;-;-;-;-;-;-
"500769 SAO GABRIEL DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"500790 SIDROLANDIA";-;-;-;-;-;5;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-;5;5;5;5;5;5;-;-;-;-;-;-
"500830 TRES LAGOAS";-;-;20;20;20;-;-;-;10;5;5;5;25;5;5;5;5;5;5;5;20;20;20;10;20;2;-;-;-;-;-;-;-
"510020 AGUA BOA";-;-;-;-;10;10;10;10;4;4;10;10;4;8;8;8;8;8;8;-;-;-;4;-;-;-;-;-;-;-;-;-;-
"510025 ALTA FLORESTA";10;-;-;10;10;10;10;-;-;-;10;14;10;5;5;5;5;10;10;10;10;20;20;20;30;30;30;-;-;-;-;-;-
"510180 BARRA DO GARCAS";-;-;5;5;-;1;1;5;5;5;10;10;1;1;1;1;1;1;1;1;1;1;1;1;10;10;10;-;-;-;-;-;-
"510250 CACERES";-;5;-;5;5;10;10;15;5;10;15;10;5;5;5;5;5;5;5;5;5;5;5;5;15;10;15;-;-;-;-;-;-
"510263 CAMPO NOVO DO PARECIS";-;-;-;-;-;-;4;4;4;4;4;4;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"510267 CAMPO VERDE";-;-;-;10;10;10;10;10;-;-;-;10;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"510320 COLIDER";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"510335 CONFRESA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"510340 CUIABA";126;118;50;10;100;8;48;68;118;128;148;173;8;30;-;-;-;20;-;-;-;50;80;80;98;88;88;-;-;-;-;-;-
"510410 GUARANTA DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-
"510515 JUINA";6;6;-;-;4;10;10;-;-;-;10;10;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"510525 LUCAS DO RIO VERDE";8;-;8;-;-;-;-;-;-;-;-;10;10;10;10;10;10;-;-;-;-;-;10;10;10;10;10;-;-;-;-;-;-
"510622 NOVA MUTUM";-;-;-;-;20;20;20;-;-;-;20;30;5;5;-;-;-;-;-;-;-;10;20;20;40;40;21;-;-;-;-;-;-
"510642 PEIXOTO DE AZEVEDO";-;-;-;-;-;-;-;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"510675 PONTES E LACERDA";-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;20;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-
"510704 PRIMAVERA DO LESTE";-;-;-;10;10;10;10;-;-;-;10;18;13;12;5;5;5;5;5;5;5;25;10;10;20;20;20;-;-;-;-;-;-
"510706 QUERENCIA";-;-;-;-;-;-;-;-;-;-;-;-;10;10;-;-;-;-;-;-;-;-;-;-;10;10;10;-;-;-;-;-;-
"510760 RONDONOPOLIS";10;30;-;5;5;10;13;8;10;-;5;-;-;20;10;10;10;10;10;10;10;20;10;10;10;10;10;-;-;-;-;-;-
"510790 SINOP";20;20;-;-;9;9;20;5;10;4;4;29;10;-;-;15;-;1;1;1;1;1;21;21;30;30;30;-;-;-;-;-;-
"510792 SORRISO";6;6;-;-;2;2;2;2;2;2;2;2;2;2;2;12;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"510795 TANGARA DA SERRA";13;13;5;5;19;19;6;6;6;19;19;19;9;9;16;16;16;13;6;6;-;-;10;10;20;20;20;-;-;-;-;-;-
"510840 VARZEA GRANDE";25;45;-;-;-;-;30;40;50;20;80;60;39;19;-;-;-;-;10;-;-;-;89;89;109;30;30;-;-;-;-;-;-
"520025 AGUAS LINDAS DE GOIAS";-;-;10;10;10;10;10;10;-;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"520110 ANAPOLIS";-;15;15;15;18;18;18;6;21;21;21;16;6;16;6;6;16;-;-;-;14;14;-;-;7;-;-;-;-;-;-;-;-
"520140 APARECIDA DE GOIANIA";-;18;18;18;18;18;83;113;68;88;88;149;76;86;36;36;36;36;36;36;36;71;71;136;138;138;138;-;-;-;-;-;-
"520450 CALDAS NOVAS";-;-;-;-;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-;-;-;-;-;-
"520510 CATALAO";12;-;19;19;27;27;31;19;26;26;26;19;19;19;26;26;26;32;32;32;32;37;37;37;45;45;45;-;-;-;-;-;-
"520540 CERES";-;-;-;-;10;10;10;6;6;6;6;6;6;12;12;12;12;20;17;17;5;5;5;5;5;4;4;-;-;-;-;-;-
"520800 FORMOSA";-;-;-;-;-;-;-;5;5;5;-;5;-;-;10;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-
"520860 GOIANESIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"520870 GOIANIA";70;78;58;179;188;200;115;115;88;184;244;353;131;161;210;210;248;223;223;223;249;431;459;409;335;324;294;50;50;-;-;-;-
"520890 GOIAS";-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;10;10;10;10;-;-;-;-;-
"521150 ITUMBIARA";-;-;-;19;19;19;19;-;-;-;20;32;32;20;-;-;-;-;-;-;10;30;8;8;-;-;-;-;-;-;-;-;-
"521180 JARAGUA";-;-;-;-;-;-;10;10;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;10;10;-;-;-;-;-;-;-
"521190 JATAI";-;-;-;-;-;10;-;-;10;10;10;10;-;6;6;6;6;6;6;-;26;36;-;-;4;-;-;-;-;-;-;-;-
"521250 LUZIANIA";-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;20;20;20;10;-;-;-;-;-;50;50;50;-;-;-;-;-;-
"521310 MINEIROS";-;-;-;-;-;-;-;-;-;-;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"521440 NAZARIO";-;-;-;-;-;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-;-;-;-;-;-
"521760 PLANALTINA";-;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"521800 PORANGATU";24;24;9;9;9;9;9;9;9;9;10;15;15;15;15;15;15;15;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"521850 QUIRINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;-;-;10;10;10;10;10;10;-;-;-;-;-;-
"521880 RIO VERDE";-;20;-;20;20;-;-;20;20;20;10;-;-;-;-;-;-;-;10;10;10;10;10;10;25;25;25;-;-;-;-;-;-
"521930 SANTA HELENA DE GOIAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;-;-;-;-;-;10;10;10;-;-;-;-;-;-;-;-;-
"522010 SAO LUIS DE MONTES BELOS";-;-;-;-;-;-;-;-;-;6;5;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"522045 SENADOR CANEDO";-;-;-;1;1;1;1;16;16;16;16;16;16;21;21;21;21;21;21;21;21;16;16;16;16;-;-;-;-;-;-;-;-
"522140 TRINDADE";-;-;6;6;-;2;2;2;8;8;8;8;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;-;-;-;-;-;-
"522160 URUACU";-;-;-;-;-;-;-;-;-;-;-;68;28;28;8;8;8;-;-;-;48;48;20;20;20;2;2;-;-;-;-;-;-
"530010 BRASILIA";-;-;20;100;261;317;389;289;279;237;307;346;229;253;171;171;171;288;324;342;333;344;217;217;256;246;229;112;112;84;42;42;42
"Total";6652;10828;9521;10600;10109;11566;12431;12705;12568;10871;12866;13733;11879;8820;6689;5858;5623;5950;6969;6459;8250;8730;9601;8779;17207;13227;11141;1171;685;460;228;164;149
 Fonte: Ministério da Saúde - Cadastro Nacional dos Estabelecimentos de Saúde do Brasil - CNES
 Nota:
 - Os dados relativos ao Cadastro Nacional de Estabelecimentos de Saúde (CNES) exibidos no TABNET referem-se aos registros constantes no Banco de Dados Nacional do CNES com status ATIVO.
 - A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
 
 Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
 De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
 A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
 
