CNES - Recursos Físicos - Hospitalar - Leitos Complementares - Brasil
Quantidade existente por Município e Ano/mês compet.
Leitos complementares: UTI adulto II COVID-19
Período:2020-2022
"Município";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"2021/Abr";"2021/Mai";"2021/Jun";"2021/Jul";"2021/Ago";"2021/Set";"2021/Out";"2021/Nov";"2021/Dez";"2022/Jan";"2022/Fev";"2022/Mar";"2022/Abr";"2022/Mai";"2022/Jun";"2022/Jul";"2022/Ago";"2022/Set";"2022/Out";"2022/Nov"
"430770 ESTEIO";-;-;-;6;8;8;8;8;8;8;8;8;8;18;18;18;18;18;18;18;18;18;18;18;18;-;-;-;-;-;-;-;-
"430780 ESTRELA";10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-
"430790 FARROUPILHA";-;5;5;8;8;8;8;8;8;8;8;10;15;15;15;20;20;20;20;20;20;20;20;15;15;-;-;-;-;-;-;-;-
"430800 FAXINAL DO SOTURNO";10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"430850 FREDERICO WESTPHALEN";-;-;-;-;-;-;-;-;-;-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"430860 GARIBALDI";-;-;10;10;10;10;10;10;10;10;10;10;18;18;18;18;18;18;18;18;18;18;18;18;-;-;-;-;-;-;-;-;-
"430910 GRAMADO";-;-;9;9;9;9;9;9;9;9;9;9;9;9;9;8;8;8;8;8;8;8;8;8;8;8;8;-;-;-;-;-;-
"430920 GRAVATAI";-;-;-;-;10;10;10;10;10;10;10;20;20;20;16;16;16;16;16;16;16;16;16;16;8;-;-;-;-;-;-;-;-
"430930 GUAIBA";-;-;-;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;6;6;-;-;-;-;-;-
"431010 IGREJINHA";-;-;-;-;-;-;-;-;-;-;-;12;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"431020 IJUI";10;10;10;10;10;10;5;5;10;20;20;20;34;34;34;34;34;34;34;34;34;34;34;34;20;20;-;-;-;-;-;-;-
"431140 LAJEADO";10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"431240 MONTENEGRO";-;-;-;-;-;-;-;6;6;6;6;6;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-
"431340 NOVO HAMBURGO";11;16;16;10;10;10;10;10;19;29;29;39;49;49;39;35;35;35;35;35;35;35;35;35;35;10;-;-;-;-;-;-;-
"431350 OSORIO";-;10;10;10;10;10;10;10;10;10;20;20;30;30;30;30;30;30;30;30;30;30;30;30;-;-;-;-;-;-;-;-;-
"431370 PALMEIRA DAS MISSOES";-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-
"431390 PANAMBI";-;-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-
"431405 PAROBE";-;10;10;10;10;10;10;10;10;22;22;38;43;43;43;43;43;43;43;43;43;43;33;33;33;-;-;-;-;-;-;-;-
"431410 PASSO FUNDO";23;43;53;53;53;53;53;43;43;43;43;58;58;58;58;58;58;58;58;58;58;58;58;58;-;-;-;-;-;-;-;-;-
"431440 PELOTAS";5;20;26;26;25;25;30;30;20;30;40;43;48;45;46;46;46;46;46;46;46;46;46;46;23;46;-;-;-;-;-;-;-
"431490 PORTO ALEGRE";108;108;108;233;263;321;321;285;285;277;277;337;508;502;565;547;547;527;527;439;439;376;338;338;168;133;71;10;10;10;10;10;10
"431530 QUARAI";-;-;-;-;-;-;-;-;-;-;-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"431560 RIO GRANDE";10;10;10;10;10;20;20;20;20;20;20;20;30;30;30;30;30;30;30;20;20;20;20;20;20;20;20;-;-;-;-;-;-
"431640 ROSARIO DO SUL";5;5;5;5;5;5;5;5;5;5;5;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-;-;-;-;-;-;-;-
"431680 SANTA CRUZ DO SUL";-;20;20;20;25;25;25;15;15;20;20;20;20;20;20;20;20;20;20;20;15;15;15;15;-;-;-;-;-;-;-;-;-
"431690 SANTA MARIA";10;20;20;20;25;35;35;35;35;45;45;45;58;58;58;58;58;58;58;50;50;50;50;40;-;-;-;-;-;-;-;-;-
"431710 SANT'ANA DO LIVRAMENTO";10;10;10;10;10;10;-;-;-;-;-;-;-;6;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"431720 SANTA ROSA";10;10;10;20;20;30;30;30;30;30;30;30;30;35;40;40;40;40;40;40;20;20;20;20;10;10;-;-;-;-;-;-;-
"431740 SANTIAGO";-;-;-;-;-;-;-;-;-;-;-;-;26;26;26;26;26;26;26;26;26;26;26;26;26;26;-;-;-;-;-;-;-
"431750 SANTO ANGELO";9;9;9;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;5;5;5;5;5;5;5;-;-;-;-;-;-
"431760 SANTO ANTONIO DA PATRULHA";-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431800 SAO BORJA";4;2;2;2;2;2;2;-;-;2;2;10;10;10;10;10;10;10;10;10;10;-;5;5;5;5;5;-;-;-;-;-;-
"431830 SAO GABRIEL";2;5;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-
"431840 SAO JERONIMO";-;-;-;-;10;12;12;12;12;12;12;12;20;20;20;20;20;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-;-
"431870 SAO LEOPOLDO";-;4;5;5;17;17;17;17;17;18;18;18;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;-;-;-;-;-;-
"431890 SAO LUIZ GONZAGA";7;7;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431950 SAO SEBASTIAO DO CAI";-;-;-;5;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"431990 SAPIRANGA";-;5;5;5;5;5;5;5;10;10;10;37;33;33;33;33;33;33;33;33;33;33;33;33;-;-;-;-;-;-;-;-;-
"432000 SAPUCAIA DO SUL";-;3;7;7;7;9;9;9;9;9;9;29;39;39;39;39;39;39;39;39;39;39;29;29;29;29;29;-;-;-;-;-;-
"432080 SOLEDADE";-;6;6;6;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"432120 TAQUARA";-;-;-;-;-;-;-;-;-;11;11;11;26;26;26;26;26;26;18;18;18;18;18;18;-;-;-;-;-;-;-;-;-
"432130 TAQUARI";-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-
"432140 TENENTE PORTELA";-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"432150 TORRES";-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-
"432160 TRAMANDAI";-;6;6;6;6;6;6;6;11;11;11;26;26;26;26;26;26;26;26;26;26;26;26;26;26;-;-;-;-;-;-;-;-
"432180 TRES DE MAIO";-;-;-;-;-;-;-;-;-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"432240 URUGUAIANA";10;10;10;10;8;9;9;9;10;10;10;10;12;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-
"432250 VACARIA";-;-;-;4;8;8;8;5;5;8;5;8;8;8;8;8;8;8;8;8;8;8;8;8;8;-;-;-;-;-;-;-;-
"432260 VENANCIO AIRES";-;8;8;8;8;8;8;8;8;8;8;13;13;13;13;13;13;13;13;8;8;5;5;5;5;5;5;-;-;-;-;-;-
"432300 VIAMAO";-;-;10;10;10;10;10;10;10;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;-;-;-;-;-;-
"500060 AMAMBAI";-;-;6;6;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-
"500100 APARECIDA DO TABOADO";-;-;-;-;5;5;5;5;5;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;5;5;5;-;-;-;-;-;-
"500190 BATAGUASSU";-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"500270 CAMPO GRANDE";-;10;54;54;101;101;101;117;117;133;133;133;153;176;186;186;200;192;192;182;49;29;59;59;59;59;20;-;-;-;-;-;-
"500295 CHAPADAO DO SUL";4;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"500320 CORUMBA";-;-;10;10;10;17;17;17;17;17;17;17;27;27;27;27;27;27;27;27;27;27;27;27;27;27;27;-;-;-;-;-;-
"500325 COSTA RICA";5;7;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;5;5;5;-;-;-;-;-;-
"500330 COXIM";-;-;5;5;5;5;5;5;5;5;5;5;8;8;8;8;8;8;8;8;8;8;8;8;-;-;-;-;-;-;-;-;-
"500370 DOURADOS";5;10;20;33;33;38;38;38;38;38;38;38;38;38;50;58;58;58;58;58;48;48;48;48;38;38;38;-;-;-;-;-;-
"500500 JARDIM";-;-;-;-;-;7;7;7;5;5;5;5;5;6;6;6;6;6;6;6;6;6;6;6;6;6;6;-;-;-;-;-;-
"500570 NAVIRAI";-;-;-;-;5;10;10;10;10;10;10;10;10;15;15;15;15;15;15;15;5;-;-;-;-;-;-;-;-;-;-;-;-
"500620 NOVA ANDRADINA";-;18;18;8;8;-;-;-;8;8;8;8;8;8;8;8;8;8;8;8;-;-;-;-;-;-;-;-;-;-;-;-;-
"500630 PARANAIBA";-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"500660 PONTA PORA";-;10;10;10;20;20;20;20;20;20;20;20;30;30;30;40;40;40;40;40;40;40;40;40;-;-;-;-;-;-;-;-;-
"500769 SAO GABRIEL DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"500790 SIDROLANDIA";-;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;-;-;-;-;-;-
"500830 TRES LAGOAS";-;10;30;30;30;30;30;30;10;10;10;10;30;30;30;30;30;30;30;30;30;30;30;20;20;2;-;-;-;-;-;-;-
"510020 AGUA BOA";-;-;-;-;10;10;10;10;10;10;10;10;10;18;18;18;18;18;18;-;10;4;4;-;-;-;-;-;-;-;-;-;-
"510025 ALTA FLORESTA";10;-;-;10;10;10;10;10;10;10;10;20;30;30;30;30;30;30;30;30;30;30;30;30;30;30;30;-;-;-;-;-;-
"510180 BARRA DO GARCAS";-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"510250 CACERES";-;5;5;10;10;20;20;20;20;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;10;15;-;-;-;-;-;-
"510263 CAMPO NOVO DO PARECIS";-;-;-;-;-;-;4;4;4;4;4;4;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"510267 CAMPO VERDE";-;-;-;10;10;10;10;10;10;10;10;10;10;15;15;15;15;15;15;15;-;10;-;-;-;-;-;-;-;-;-;-;-
"510320 COLIDER";-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"510335 CONFRESA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"510340 CUIABA";126;118;128;138;178;168;168;188;158;158;158;178;168;198;208;208;208;208;188;188;188;188;128;128;98;88;88;-;-;-;-;-;-
"510410 GUARANTA DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-
"510515 JUINA";6;6;6;6;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"510525 LUCAS DO RIO VERDE";8;-;8;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"510622 NOVA MUTUM";-;-;-;-;20;20;20;20;20;20;20;30;35;35;35;35;35;35;35;35;35;20;30;30;40;40;21;-;-;-;-;-;-
"510642 PEIXOTO DE AZEVEDO";-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"510675 PONTES E LACERDA";-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;20;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-
"510704 PRIMAVERA DO LESTE";-;-;-;10;10;10;10;10;10;10;10;23;23;35;35;35;35;35;35;35;35;35;20;20;20;20;20;-;-;-;-;-;-
"510706 QUERENCIA";-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"510760 RONDONOPOLIS";10;30;30;25;25;30;30;30;30;30;30;30;30;50;60;60;60;60;60;30;30;30;20;20;10;10;10;-;-;-;-;-;-
"510790 SINOP";20;20;20;20;29;29;29;29;29;19;19;29;29;29;29;29;29;30;30;30;30;30;30;30;30;30;30;-;-;-;-;-;-
"510792 SORRISO";6;6;6;6;2;2;2;2;2;2;2;2;2;2;2;12;2;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"510795 TANGARA DA SERRA";13;13;13;13;19;19;19;19;19;19;19;19;19;19;26;26;26;26;26;26;20;20;20;20;20;20;20;-;-;-;-;-;-
"510840 VARZEA GRANDE";25;45;30;30;40;40;40;70;70;70;80;90;119;119;119;119;109;119;119;109;109;109;109;109;109;30;30;-;-;-;-;-;-
"520025 AGUAS LINDAS DE GOIAS";-;-;10;10;10;10;10;10;-;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"520110 ANAPOLIS";-;15;15;15;33;33;33;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;7;7;7;-;-;-;-;-;-;-;-
"520140 APARECIDA DE GOIANIA";-;48;48;48;58;58;123;123;123;123;123;179;219;229;229;229;229;229;229;229;229;229;229;229;138;138;138;-;-;-;-;-;-
"520450 CALDAS NOVAS";-;-;-;-;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-;-;-;-;-;-
"520510 CATALAO";12;12;31;31;39;39;39;39;39;39;39;39;39;39;39;39;39;45;45;45;45;45;45;45;45;45;45;-;-;-;-;-;-
"520540 CERES";-;-;-;-;10;10;10;6;6;6;6;6;6;12;12;12;12;20;17;17;5;5;5;5;5;4;4;-;-;-;-;-;-
"520800 FORMOSA";-;-;-;-;10;10;10;10;10;10;10;10;10;10;20;20;20;20;20;20;20;20;20;20;20;-;-;-;-;-;-;-;-
"520860 GOIANESIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"520870 GOIANIA";70;130;130;251;286;321;336;336;352;352;412;498;562;592;641;641;679;679;679;679;679;679;673;573;335;324;294;50;50;-;-;-;-
"520890 GOIAS";-;-;5;5;5;5;5;5;5;5;5;5;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-
"521150 ITUMBIARA";-;-;-;19;19;19;19;20;20;20;20;40;40;50;50;50;50;50;50;50;50;50;28;28;-;-;-;-;-;-;-;-;-
"521180 JARAGUA";-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-
"521190 JATAI";-;10;10;10;10;10;10;10;10;10;10;20;30;36;36;36;36;36;36;40;40;40;4;4;4;-;-;-;-;-;-;-;-
"521250 LUZIANIA";-;-;-;-;10;10;10;10;10;10;10;10;30;30;30;50;50;50;50;50;50;50;50;50;50;50;50;-;-;-;-;-;-
"521310 MINEIROS";-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-
"521440 NAZARIO";-;-;-;-;-;-;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;-;-;-;-;-;-
"521760 PLANALTINA";-;10;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"521800 PORANGATU";24;24;24;24;24;24;24;24;24;24;10;15;15;15;15;15;15;15;15;15;15;15;-;-;-;-;-;-;-;-;-;-;-
"521850 QUIRINOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"521880 RIO VERDE";-;20;-;20;20;20;20;20;20;20;10;10;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;-;-;-;-;-;-
"521930 SANTA HELENA DE GOIAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-;-;-;-
"522010 SAO LUIS DE MONTES BELOS";-;-;-;-;11;11;11;11;11;11;10;10;19;19;19;19;19;19;10;10;10;10;-;-;-;-;-;-;-;-;-;-;-
"522045 SENADOR CANEDO";-;-;-;1;1;1;1;16;16;16;16;16;16;21;21;21;21;21;21;21;21;16;16;16;16;-;-;-;-;-;-;-;-
"522140 TRINDADE";-;-;6;6;6;8;8;8;8;8;8;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;-;-;-;-;-;-
"522160 URUACU";-;-;-;-;-;-;-;-;-;-;-;68;68;68;68;68;68;68;68;68;68;68;20;20;20;2;2;-;-;-;-;-;-
"530010 BRASILIA";-;70;195;275;426;422;404;374;374;374;374;423;388;438;399;399;399;399;397;415;383;383;256;256;256;246;229;112;112;84;42;42;42
"Total";6652;13190;16190;19117;20337;20911;20591;19928;19509;19859;20751;23023;28236;29964;30565;30895;30947;30852;29788;27660;25641;24559;23163;22136;17207;13227;11141;1171;685;460;228;164;149
 Fonte: Ministério da Saúde - Cadastro Nacional dos Estabelecimentos de Saúde do Brasil - CNES
 Nota:
 - Os dados relativos ao Cadastro Nacional de Estabelecimentos de Saúde (CNES) exibidos no TABNET referem-se aos registros constantes no Banco de Dados Nacional do CNES com status ATIVO.
 - A partir do processamento de junho de 2012, houve mudança na classificação da natureza e esfera dos estabelecimentos. Com isso, temos que:
 
 Até maio de 2012 estas informações estão disponíveis como "Natureza" e "Esfera Administrativa".
 De junho de 2012 a outubro de 2015, estão disponíveis tanto como "Natureza" e "Esfera Administrativa", como "Natureza Jurídica" e "Esfera Jurídica".
 A partir de novembro de 2015, estão disponíveis como "Natureza Jurídica" e "Esfera Jurídica".
 
